,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTANCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
36,37,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,36,40,-0.052631578254847655,0.12816188848539312,10.403846153846153,36.78373382624769,40.94527228778615,10.403846153846153,199,593,2.256931608133087,33,6.900184842883549
37,38,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,25,67,-0.45652173416824204,0.11630847014373139,12.637931034482758,32.87858117326057,37.93375358705367,12.637931034482758,241,791,2.1664392905866303,2,6.742155525238745
38,39,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,17,14,0.09677419042663901,0.07848101245954174,11.741935483870968,35.16483516483517,39.861609358383554,11.741935483870968,128,395,2.239010989010989,4,6.65934065934066
39,40,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,57,42,0.15151514998469545,0.09850746258854978,9.360824742268042,34.36123348017621,38.10556337708343,9.360824742268042,312,1005,2.1894273127753303,14,6.722466960352423
40,41,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,41,3,0.863636344008265,0.11195928724692293,9.916666666666666,33.333333333333336,37.300000000000004,9.916666666666666,119,393,2.215686274509804,4,6.76750700280112
41,42,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,3,2,0.199999960000008,0.0221238937074164,12.294117647058824,25.358851674641148,30.276498733464678,12.294117647058824,53,226,1.9330143540669857,1,6.311004784688995
42,43,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,22,9,0.4193548251821024,0.04518950430730393,13.91304347826087,25.0,30.565217391304348,13.91304347826087,160,686,1.9328125,4,6.025
43,45,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,23,8,0.4838709521331951,0.08051948031033901,15.041666666666666,41.27423822714682,47.29090489381348,15.041666666666666,149,385,2.343490304709141,1,7.030470914127424
44,46,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,15,8,0.3043478128544429,0.11004784636340743,6.464285714285714,35.35911602209945,37.94483030781374,6.464285714285714,64,209,2.3480662983425415,0,7.232044198895028
45,47,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,5,0,0.99999980000004,0.047619047165532884,8.545454545454545,37.234042553191486,40.65222437137331,8.545454545454545,35,105,2.382978723404255,2,7.25531914893617
46,48,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,24,33,-0.1578947340720222,0.12723214257314253,7.0,25.76530612244898,28.56530612244898,7.0,101,448,1.9438775510204083,24,6.122448979591836
47,49,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,10,2,0.6666666111111158,0.11999999880000002,8.090909090909092,25.84269662921348,29.07906026557712,8.090909090909092,23,100,2.044943820224719,1,6.292134831460674
48,50,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,50,19,0.4492753558076036,0.09311740878121808,12.722222222222221,39.88355167394469,44.972440562833576,12.722222222222221,274,741,2.3828238719068415,0,7.211062590975255
49,51,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,10,17,-0.2592592496570648,0.09060402654159723,11.956521739130435,33.09090909090909,37.873517786561266,11.956521739130435,91,298,2.1345454545454547,8,6.745454545454545
50,52,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,22,37,-0.25423728382648675,0.10460992889253559,10.058823529411764,30.4093567251462,34.43288613691091,10.058823529411764,156,564,2.0994152046783627,6,6.483430799220273
51,53,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,27,48,-0.2799999962666667,0.07598784186830006,12.520547945205479,42.23194748358862,47.24016666167081,12.520547945205479,386,987,2.3446389496717726,21,7.272428884026258
52,54,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,42,21,0.3333333280423281,0.07266435977778044,11.565217391304348,29.573934837092732,34.20002179361447,11.565217391304348,236,867,2.072681704260652,20,6.518796992481203
53,55,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,38,25,0.20634920307382218,0.07645631058682487,8.80952380952381,29.864864864864863,33.38867438867439,8.80952380952381,221,824,2.0675675675675675,30,6.4
54,56,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,24,7,0.5483870790842877,0.06709956695432995,6.573770491803279,32.418952618453865,35.048460815175176,6.573770491803279,130,462,2.1670822942643393,0,6.326683291770574
55,57,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,40,7,0.7021276446355821,0.07219662047281625,8.863636363636363,31.11111111111111,34.656565656565654,8.863636363636363,182,651,2.071794871794872,6,6.536752136752137
56,58,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,30,6,0.6666666481481487,0.1698113199537202,11.470588235294118,40.0,44.588235294117645,11.470588235294118,78,212,2.164102564102564,8,6.7384615384615385
57,59,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,42,15,0.47368420221606666,0.06270627055807891,11.80281690140845,36.87350835322196,41.59463511378534,11.80281690140845,309,909,2.272076372315036,7,6.943914081145585
58,60,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,26,71,-0.463917520990541,0.17765567733030097,6.0,28.418803418803417,30.81880341880342,6.0,133,546,2.0213675213675213,14,6.337606837606837
59,61,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,55,22,0.42857142300556594,0.12897822423956745,6.753246753246753,25.0,27.7012987012987,6.753246753246753,130,597,1.898076923076923,5,6.0576923076923075
60,62,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,22,33,-0.19999999636363644,0.07812499988902699,13.666666666666666,27.286585365853657,32.75325203252032,13.666666666666666,179,704,1.961890243902439,0,6.288109756097561
61,63,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,31,25,0.10714285522959188,0.06451612895793073,9.457831325301205,36.05095541401274,39.83408794413322,9.457831325301205,283,868,2.2815286624203823,10,6.805095541401274
62,64,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,26,80,-0.5094339574581702,0.18307426565962995,6.2375,28.65731462925852,31.15231462925852,6.2375,143,579,2.032064128256513,16,6.3607214428857715
63,65,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,40,31,0.12676056159492166,0.08743842353763741,13.0,31.16710875331565,36.36710875331565,13.0,235,812,2.1220159151193636,8,6.541114058355437
64,66,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,23,13,0.2777777700617286,0.08391608372047533,17.652173913043477,30.788177339901477,37.84904690511887,17.652173913043477,125,429,2.226600985221675,1,6.879310344827586
65,67,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,36,25,0.1803278658962645,0.08701854481167112,17.945945945945947,35.09036144578313,42.268739824161514,17.945945945945947,233,701,2.2876506024096384,1,7.036144578313253
66,68,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,34,49,-0.18072288938888087,0.08682008359119238,11.91891891891892,34.35374149659864,39.121309064166205,11.91891891891892,303,956,2.1564625850340136,9,6.7312925170068025
67,69,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,21,12,0.2727272644628102,0.014518257802675646,11.026455026455027,26.919385796545107,31.32996780712712,11.026455026455027,561,2273,1.9491362763915547,0,6.092130518234165
68,70,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,37,46,-0.10843373363332852,0.08547888765656139,10.698795180722891,32.9954954954955,37.275013567784654,10.698795180722891,293,971,2.175675675675676,16,6.77027027027027
69,71,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,28,67,-0.4105263114681441,0.10171306198960058,14.064516129032258,39.3348623853211,44.960668836934005,14.064516129032258,343,934,2.338302752293578,0,7.018348623853211
70,72,https://insights.blackcoffer.com/human-rights-outlook/,3,3,0.0,0.07058823446366783,8.444444444444445,28.94736842105263,32.32514619883041,8.444444444444445,22,85,2.1184210526315788,3,6.368421052631579
71,73,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,37,4,0.8048780291493164,0.08007812484359741,12.473684210526315,25.949367088607595,30.93884077281812,12.473684210526315,123,512,1.9113924050632911,1,6.272151898734177
72,74,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,37,34,0.04225352053164056,0.07434554966037116,6.958333333333333,37.0059880239521,39.78932135728543,6.958333333333333,309,955,2.1952095808383234,5,6.681437125748503
73,75,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,48,14,0.5483870879292405,0.060724779568340076,9.861702127659575,31.3915857605178,35.33626661158163,9.861702127659575,291,1021,2.1067961165048543,6,6.608414239482201
74,76,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,28,30,-0.03448275802615935,0.09715242864798589,11.702127659574469,30.545454545454547,35.22630560928433,11.702127659574469,168,597,2.1418181818181816,7,6.669090909090909
75,77,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,16,41,-0.43859648353339503,0.052680221762772435,13.426666666666666,36.64349553128103,42.0141621979477,13.426666666666666,369,1082,2.285004965243297,1,6.750744786494538
76,78,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,16,43,-0.4576271108876761,0.10786106013188106,10.16326530612245,33.53413654618474,37.59944266863372,10.16326530612245,167,547,2.2289156626506026,4,6.789156626506024
77,79,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,35,44,-0.11392404919083482,0.12248061996514632,7.835616438356165,32.51748251748252,35.651729092824986,7.835616438356165,186,645,2.1346153846153846,32,6.641608391608392
78,80,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,21,26,-0.10638297645993668,0.0833333331855792,13.1,36.45038167938932,41.69038167938932,13.1,191,564,2.267175572519084,14,6.805343511450381
79,81,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,18,37,-0.34545453917355384,0.06447831176497267,13.216666666666667,31.525851197982345,36.81251786464901,13.216666666666667,250,853,2.1639344262295084,2,6.528373266078184
80,82,https://insights.blackcoffer.com/travel-and-tourism-outlook/,4,3,0.1428571224489825,0.07291666590711807,7.7272727272727275,23.529411764705884,26.620320855614974,7.7272727272727275,20,96,1.964705882352941,3,6.023529411764706
81,83,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,28,44,-0.2222222191358025,0.11650485418041286,9.655172413793103,31.071428571428573,34.933497536945815,9.655172413793103,174,618,2.0910714285714285,21,6.458928571428571
82,84,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,7,25,-0.5624999824218756,0.08488063637962696,9.771428571428572,33.04093567251462,36.94950710108605,9.771428571428572,113,377,2.1491228070175437,7,6.47953216374269
83,85,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,27,55,-0.34146341046995843,0.12148148130150892,12.5,37.92,42.92,12.5,237,675,2.288,3,6.9024
84,86,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,21,34,-0.2363636320661158,0.11178861765896622,11.947368421052632,29.515418502202643,34.29436587062369,11.947368421052632,134,492,2.0286343612334803,12,6.557268722466961
85,87,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,5,2,0.4285713673469475,0.027777777667548503,18.384615384615383,36.82008368200837,44.17392983585452,18.384615384615383,88,252,2.276150627615063,1,7.066945606694561
86,88,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,14,3,0.6470587854671302,0.04927536217601344,9.454545454545455,23.397435897435898,27.17925407925408,9.454545454545455,73,345,1.9487179487179487,4,6.141025641025641
87,89,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,32,55,-0.2643678130532435,0.1459731541174947,17.625,37.5886524822695,44.63865248226951,17.625,212,596,2.278368794326241,5,6.99113475177305
88,90,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,29,22,0.1372548992695118,0.16242038164834274,9.129032258064516,19.434628975265017,23.086241878490824,9.129032258064516,55,314,1.8197879858657244,40,5.80565371024735
89,91,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,6,38,-0.7272727107438021,0.06951026845259041,12.1875,33.84615384615385,38.72115384615385,12.1875,198,633,2.1555555555555554,0,6.661538461538462
90,92,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,14,31,-0.37777776938271623,0.0783972124069735,10.038461538461538,38.50574712643678,42.52113174182139,10.038461538461538,201,574,2.28544061302682,0,7.078544061302682
91,93,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,33,48,-0.18518518289894836,0.12636505440504672,11.568627450980392,32.54237288135593,37.169823861748085,11.568627450980392,192,641,2.123728813559322,1,6.723728813559322
92,94,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,25,35,-0.16666666388888896,0.0834492349326158,11.614035087719298,33.53474320241692,38.18035723750464,11.614035087719298,222,719,2.212990936555891,8,6.619335347432024
93,95,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,43,47,-0.04444444395061729,0.10440835254709008,10.972222222222221,28.860759493670887,33.249648382559776,10.972222222222221,228,862,2.0569620253164556,3,6.527848101265823
94,96,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,22,46,-0.3529411712802769,0.0626151012314778,11.776470588235295,34.66533466533467,39.37592290062879,11.776470588235295,347,1086,2.191808191808192,2,6.592407592407592
95,97,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,24,26,-0.03999999920000002,0.12626262594378124,17.857142857142858,17.066666666666666,24.20952380952381,17.857142857142858,64,396,1.7706666666666666,46,5.68
96,98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,37,73,-0.3272727242975207,0.09606986891172936,14.266666666666667,32.99065420560748,38.69732087227415,14.266666666666667,353,1145,2.1542056074766354,8,6.71588785046729
97,99,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,34,55,-0.23595505352859492,0.13444108741020983,8.594202898550725,19.05564924114671,22.493330400567,8.594202898550725,113,662,1.8010118043844856,7,5.892074198988196
98,100,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,10,14,-0.1666666597222225,0.11320754663581346,9.6,41.145833333333336,44.98583333333333,9.6,79,212,2.4791666666666665,1,7.286458333333333
99,101,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,42,88,-0.3538461511242604,0.09359251253161086,14.263736263736265,33.12788906009245,38.833383565586956,14.263736263736265,430,1389,2.1348228043143296,1,6.526964560862866
100,102,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,35,61,-0.2708333305121528,0.13675213655733315,9.96875,25.54858934169279,29.53608934169279,9.96875,163,702,1.932601880877743,46,6.205329153605016
101,103,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,35,66,-0.3069306900303892,0.10181451602639666,9.333333333333334,29.352678571428573,33.086011904761904,9.333333333333334,263,992,2.1183035714285716,12,6.424107142857143
102,104,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,38,84,-0.37704917723730186,0.12163509459458116,11.85897435897436,30.594594594594593,35.338184338184334,11.85897435897436,283,1003,2.130810810810811,11,6.618378378378378
103,105,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,45,74,-0.24369747694371868,0.09916666658402777,14.584415584415584,34.81745325022262,40.651219483988854,14.584415584415584,391,1200,2.1585040071237755,14,6.52626892252894
104,106,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,60,19,0.518987335202692,0.07884231529057653,14.65625,39.33901918976546,45.20151918976546,14.65625,369,1002,2.318763326226013,3,6.97228144989339
105,107,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,16,23,-0.17948717488494426,0.0844155842328667,13.4375,31.162790697674417,36.53779069767442,13.4375,134,462,2.1651162790697676,5,6.72093023255814
106,108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,43,96,-0.38129496128564777,0.14946236543068564,11.236842105263158,34.777517564402814,39.272254406508075,11.236842105263158,297,930,2.2669789227166275,7,6.885245901639344
107,109,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,31,44,-0.17333333102222226,0.14204545427642906,10.478260869565217,31.12033195020747,35.311636298033555,10.478260869565217,150,528,2.091286307053942,4,6.5995850622406635
108,110,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,5,22,-0.6296296063100145,0.06235565805460587,12.96774193548387,32.58706467661692,37.77416145081047,12.96774193548387,131,433,2.216417910447761,1,6.5721393034825875
109,111,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,23,61,-0.45238094699546494,0.07999999992380952,19.58823529411765,29.42942942942943,37.264723547076485,19.58823529411765,294,1050,2.1421421421421423,2,6.471471471471472
110,112,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,86,30,0.482758616527943,0.10974455997185945,14.1,33.53596757852077,39.17596757852077,14.1,331,1057,2.1651469098277607,0,6.768996960486322
111,113,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,28,21,0.14285713994169102,0.05910735819166784,12.816666666666666,31.339401820546165,36.46606848721283,12.816666666666666,241,829,2.1066319895968793,6,6.3485045513654095
112,114,https://insights.blackcoffer.com/continued-demand-for-sustainability/,48,32,0.19999999750000003,0.12861736313727112,14.170731707317072,48.19277108433735,53.861063767264184,14.170731707317072,280,622,2.5783132530120483,0,7.6006884681583475
